id,input_index,text,kind,cluster,pc1,pc2,log_chars,log_lines,log_mean_line,log_max_line,periods_100,commas_100,question_100,exclaim_100,newline_100,no_stop_line_ratio,no_jp_punct_line_ratio,terminal_period_ratio,quote_100,parenthesis_100,ellipsis_100,repeat_symbol_100,comma_ascii_100,space_100,hiragana_ratio,kanji_ratio,katakana_ratio,half_kana_ratio,latin_ratio,digit_ratio,polite_100,first_person_100,second_person_100,connective_100,quotative_100,hedge_100,nda_ga_100,karana_100,be_100
f9cf994c482f1a6f7c768535,10,ぜいいんにアドバイスを助言したが、ふいんきは悪かったんだが。,generated,3,5.503916849324492,-7.785194113916033,3.4339872044851463,0.6931471805599453,3.4339872044851463,3.4339872044851463,3.3333333333333335,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.1,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,0.0,0.0
9c9765a81213f9aa1b2c5570,10,ぜいいんに助言したが、ふいんきは悪かったからな。,generated,3,4.525552987226482,-7.707571755964049,3.2188758248682006,0.6931471805599453,3.2188758248682006,3.2188758248682006,4.166666666666667,4.166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0
03ddc7467fecefdca439d19b,11,俺は怒りが有頂天になった。,generated,3,2.105230356496002,-7.291749180889743,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0c669b452d59066f503ccc5,11,俺は怒りが頂点に達したからな。,generated,3,2.561948982032024,-7.013646220527436,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0
bde0176d7e6d8c507fc17601,12,俺は深い悲しみに包まれた。,generated,3,2.0455073568560835,-7.328793121627224,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341f741ec31fce94d49ce80c,12,俺はとても悲しかったからな。,generated,3,2.2758875340334415,-7.134103587140646,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0
d738acb4a2f696ff2120fd27,13,資料は貴重に大切です。,generated,3,2.4971900304427033,-6.974109156686325,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c157b7b06412f089be951bb,14,全然全く動かない。,generated,3,1.9277100306595527,-7.145152851688721,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ad409ec053a0184986ba60e,14,全然全く動かないからな。,generated,3,2.514395932597158,-6.888612932295501,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0
daebc811f9093435b78c99db,14,全然全く動かないんだが。,generated,3,3.303883391521908,-6.899607521001283,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.0
e692b8eaec24c06b189d8b7b,15,それは確定的なんだが。,generated,3,3.1148165650526143,-6.949233764331763,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0
1c35b460c04544efe79d2884,15,それは確定的だからな。,generated,3,2.7162357807902358,-6.774231688801938,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0
edc31b0a9049a9621bece27f,15,それは確定的だ。,generated,3,1.6887553911194215,-7.206680337270357,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.1972245773362196,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59e001e6ab085fe81cd5beb9,16,ぜいいんが速さとスピードを比較した。,generated,3,2.9387303180370083,-7.271604741074126,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8fb7d6cd490dbad2d8374588,16,ぜいいんが速さとスピードを比較したからな。,generated,3,3.3799090241709435,-6.983113589299287,3.091042453358316,0.6931471805599453,3.091042453358316,3.091042453358316,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0
c2bfcb86bf2ccdbbe7bf07a3,16,ぜいいんが速さとスピードを比較したんだが。,generated,3,4.143482035008829,-7.004980756496672,3.091042453358316,0.6931471805599453,3.091042453358316,3.091042453358316,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,4.761904761904762,0.0,0.0
1d2fd3e1a0aee85c3f141d2d,17,速度制限を確認したんだが。,generated,3,3.5351964788866503,-6.8191248814911996,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0
3d3e7d66562d700e6d922c29,17,速度制限を確認したからな。,generated,3,2.7457090199619003,-6.808130292785418,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0
4ba3486c499b6a19ca2e136f,18,俺は明日確認するかもしれない。,generated,3,2.536689273410105,-6.9672521416054956,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0
83c46ecc4fe1ca40f941980d,19,俺は確認しなかったからな。,generated,3,2.1946722640531875,-7.123675111398635,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923075,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0
630baea60fceeb0578858b08,19,俺は確認しなかったんだが。,generated,3,2.984159722977937,-7.134669700104416,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923075,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0
098b620b57582dd36f767bc9,19,俺は確認しませんでした。,generated,3,2.009503232681132,-7.310591918661426,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2f92e2f8191ddcd5fac1dfe,22,俺は100件の記録を確認したんだが。,generated,3,3.658978097226557,-7.028050122268262,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.33333333333333337,0.0,0.0,0.0,0.16666666666666669,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0
370ced74890ddbbec6b93afb,22,俺は100件の記録を確認したからな。,generated,3,2.869490638301807,-7.0170555335624805,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.33333333333333337,0.0,0.0,0.0,0.16666666666666669,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0
55564699f8452b555bc9309a,22,俺は100件の記録を確認した。,generated,3,2.340546844559283,-7.3140250003785825,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.4,0.0,0.0,0.0,0.2,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a97417e9ea3aea4c342759f7,23,俺はAからBへ3個を渡したんだが。,generated,3,3.688525078239397,-6.959932052607365,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.8903717578961645,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.17647058823529413,0.0,0.0,0.11764705882352942,0.05882352941176471,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0
dba3429ac8d34476f1bc4d3e,23,俺はAからBへ3個を渡したからな。,generated,3,2.899037619314647,-6.948937463901584,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.8903717578961645,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.17647058823529413,0.0,0.0,0.11764705882352942,0.05882352941176471,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0
a0a8ef828ba112e6d0f70d00,23,俺はAからBへ3個を渡した。,generated,3,2.377932595215215,-7.2321874649965405,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.21428571428571427,0.0,0.0,0.14285714285714288,0.07142857142857144,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65f8f45806be513b274d0e75,26,もしぜいいんが来れば確認する。,generated,3,2.5718265985429003,-7.1428597385578,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82194e41426a7cfe046297b4,27,私立学校でふいんきを調べた。,generated,3,2.233370840479051,-7.273071703195162,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8b17ae36dc41dda0e792a299,27,私立学校でふいんきを調べたからな。,generated,3,2.7799867624731007,-6.982606836535743,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.8903717578961645,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294117,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0
18c27da631462029ab0e6038,27,私立学校でふいんきを調べたんだが。,generated,3,3.5694742213978508,-6.993601425241525,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.8903717578961645,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294117,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0
9fd74965954422d091288be5,28,田中がAを復旧したからな。,generated,3,2.7761873812677957,-6.8057901095843665,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0
5e277fb454994996df935fe9,28,田中がAを復旧したんだが。,generated,3,3.5656748401925458,-6.816784698290148,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0
68faef2a12a47cc8049c206b,29,Bは停止中なんだが。,generated,3,3.1769301205114657,-6.859220860240481,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
1000edcfaba44089832295fa,29,Bは停止中だからな。,generated,3,2.778349336249087,-6.684218784710656,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0
66dbef94505c5ba041a2cc3b,30,俺は明日確認するんだが。,generated,3,2.9657265710604537,-7.080923997969851,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.0
cfcd3fcf5c33cb7ef1cfcf4e,30,俺は明日確認するからな。,generated,3,2.176239112135704,-7.06992940926407,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0
44f755efebe1fd5937673221,30,俺は明日確認する。,generated,3,1.5989559263496116,-7.331464470055971,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fca2386d4769cbe241f14b48,31,田中は佐藤を助けなかったんだが。,generated,3,3.7658669871785233,-6.842507413833604,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0
1c7d67e7f192da20cd18da2b,31,田中は佐藤を助けなかったからな。,generated,3,2.9763795282537733,-6.831512825127823,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0
2387d96b0e46ace380a2be10,32,担当者が100件の記録を確認したんだが。,generated,3,4.156462697779703,-6.819624662334824,3.044522437723423,0.6931471805599453,3.044522437723423,3.044522437723423,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.15,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
3e0aa1efda6b5289c5805dfd,32,担当者が100件の記録を確認したからな。,generated,3,3.3746400756130415,-6.80541424055406,3.044522437723423,0.6931471805599453,3.044522437723423,3.044522437723423,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
602f2410c67d0f3094ebee9f,33,今日は雨が降っているんだが。,generated,3,3.5215949094935,-6.886490217818957,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.0
71cf283ce550dc7618356890,33,今日は雨が降っているからな。,generated,3,2.73210745056875,-6.875495629113176,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0
f92914a4ab68e29872fa2ecd,34,会議が長くて疲れたんだが。,generated,3,3.415750479606811,-6.893212762966161,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0
070c88f21c275d1625904bf3,34,会議が長くて疲れたからな。,generated,3,2.626263020682061,-6.882218174260379,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0
e2b2afc844fbcdf70c0d279b,35,念のため資料を何度も見直したので提出が遅れたからな。,generated,3,3.862705131574639,-6.6845935201997335,3.295836866004329,0.6931471805599453,3.295836866004329,3.295836866004329,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576923076923077,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0
8f02c51e0e2e3fb6c60603a2,35,念のため資料を何度も見直したので提出が遅れたんだが。,generated,3,4.556087329609542,-6.73590970823028,3.295836866004329,0.6931471805599453,3.295836866004329,3.295836866004329,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576923076923077,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,3.8461538461538463,0.0,0.0
